Izor Boys Short Sleeves Pique Polo Shirt - Black,EGP 229.00,Step up your style with our Clothes ! Featuring great design,4/5
Kemei KM-725 Hair Clipper,EGP 296.00,"Hair Clipper & Beard Trimmer
Rechargeable battery design
3 Combs Trimmer length
Cleaning Brush
Power Rechargeable
mazaia Bag",3.6/5
Malika - (6) Underwear Brief Printed With Underwire Cotton,EGP 189.00,"Feel comfortable with these products from Malika for men underwear’s and clothing. They make an excellent use of the Egyptian cotton offering a wide range of under wear products with affordable prices, The Customer is at The Heart of our Unique Business Model. Which includes Design Production and Sales",3.1/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Malizia Bon Bons Mirty Love Eau De Toilette 50 Ml - For Kids,EGP 85.00,"Freshly picked blueberries, which are processed into delicious creamy ice cream - that's what Malizia Bon Bons' ""Mirty Love"" smells like. Delicious fruity fragrance with a delicate heart indulges the senses.
Make your baby smell beautiful
Let your child feel happy and refreshed
Long lasting
It makes your baby smell special",3.8/5
LC Waikiki Crew Neck Reflector Printed Short Sleeve Women's Sports T-Shirt,EGP 279.00,"LC Waikiki is a multi-cultural fashion brand which has continuously grown in the global market over the last 17 years. LC Waikiki today has a brand range that includes clothes and accessories for men, women and children of all ages, including babies, style-aware individuals and families. The brand accompanies itself with a distinctive methodology – high-quality clothes at great value. From close-fitting, stylish knitwear for men, to fashionable shoes and slippers for young girls, LC Waikiki has exactly what you need, when you need it.",N/A
Kingston 960GB - A400 2.5-inch SSD SATA III Internal Solid State Drive,"EGP 3,199.99","Form factor    2.5"" & M.2 2280
Interface    SATA Rev. 3.0 (6Gb/s) – with backwards compatibility to SATA Rev. 2.0 (3Gb/s)
Capacities2    240GB
NAND    3D
Baseline Performance1
Data Transfer (ATTO)    120GB — up to 500MB/s Read and 320MB/s Write
240GB — up to 500MB/s Read and 350MB/s Write
480GB — up to 500MB/s Read and 450MB/s Write
960GB — up to 500MB/s Read and 450MB/s Write
Power Consumption    0.195W Idle / 0.279W Avg / 0.642W (MAX) Read / 1.535W (MAX) Write
Storage temperature    -40°C~85°C
Operating temperature    0°C~70°C
Dimensions    100.0mm x 69.9mm x 7.0mm (2.5”)
80mm x 22mm x 1.35mm (M.2)
Weight    41g (2.5”)
5.5g (120GB – M.2)
6.7g (240GB – M.2)
Vibration operating    2.17G Peak (7–800Hz)
Vibration non-operating    20G Peak (10–2000Hz)
Life expectancy    1 million hours MTBF",4.8/5
"Philips LED Bulb Classic, Filament, Edison Vintage,4 Watt (E27, 3000K,3 Piece)",EGP 220.00,"The LEDClassic 4-40W A60 E27 830 CL NDAPR is a pack of One LED bulbs that feature a classic heritage design. These bulbs combine the familiar shapes of classic incandescent bulbs with the benefits of long-lasting LED technology. They deliver beautiful, decorative warm-white light while saving around 90% on energy costs compared with traditional light bulbs. The color code is 830 which means it has a color temperature of 3000K which is warm white. The color rendering index (CRI) is 80 which means it has good color rendering properties. The bulbs are non-dimmable and have a power consumption of 4-40W",5/5
N/A,N/A,N/A,N/A
Mood LATINO Body Milk 200 ML,EGP 80.00,"MOOD is the trendiest and most innovative skin care brand in the market place. MOOD addresses modern women’s needs in a fashionable & convenient manner, offering the latest technologies and trends in skin care and personal hygiene products helping you to BE UNIQUE BE YOURSELF",4.8/5
Rossmax EB200 Stethoscope,EGP 220.00,"stethoscope for heart beat  and blood pressure
Stethoscope for heart beating
- for measuring the blood pressure
- it can work from 2 sides
- the big side for adult blood pressure and heart beat  people
- the small side for children blood pressure and heart beat
- very clear sound
stethoscope for heart beat  and blood pressure
Stethoscope for heart beating
- for measuring the blood pressure
- it can work from 2 sides
- the big side for adult blood pressure and heart beat  people
- the small side for children blood pressure and heart beat
- very clear sound",4.4/5
Smoky Egypt Wide Leg Pants With Elastic Back Band - Light Green,EGP 320.00,"Smoky Egypt is an established Cairo based fashion house leading the local garment industry for high end ladies and menswear since 1986


With over 30 years of experience, we continuously strive to provide our customers with the highest quality products at the best value",3.9/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
TP-Link Tl-Wn725N Wireless Nano Usb Adapter - 150 Mbps,EGP 295.00,"Make the TP LINK's TL WN725N 150Mbps Wireless N Nano USB Adapter a part of your laptop permanently. It has a miniature body and sleek design, which when plugged into your computing device, becomes a part of it, without the need for you to take it out. It enables you to connect your desktop or notebook computer to a wireless network in a jiffy. This network will have speeds of 150Mbps, which makes for a smooth sailing experience. These speeds are capable of offering you glitch free video streaming or Internet calls. Travel the world with this little connector firmly attached. With advanced wireless encryption and simple installation, there's nothing standing in between you and that speedy Internet network, as you work on the go.
Physical Features
Key Features
IEEE 802.11b, IEEE 802.11g, IEEE 802.11n
2.1 g
Connect it Leave it
The TP LINK's TL WN725N wireless N Nano USB Adapter assumes a minuscule body with meager dimensions of 18.6 x 15 x 7.1mm, which make it seem inconsequential when connected to your desktop or notebook computer. This nano adapter lets you connect it to any USB port and leave it there, sitting snugly. The problem of hindering adjacent USB interfaces and the chances of the adapter falling out while moving it around is reduced to zero.
An Adapter that Aces
The TP LINK's TL WN725N Wireless N Nano USB Adapter is capable of giving you amazing wireless speeds of 150Mbps. This is more than sufficient to ensure that your internet activity is seamless and glitch free. This includes bandwidth intensive tasks, such as video streaming, voice streaming, and even online gaming. Do all this with the assurance of high security, in the way of wireless encryption support including, 64/128 WEP, WPA/WPA2, WPA PSK/WPA2 PSK security.",3.7/5
L'Oreal Paris Lash Paradise Intense Volume Castor Oil Enriched Mascara - Noir Black,EGP 419.00,"NEW L'Oreal Paris Lash Paradise Castor Oil Enriched Eyelash Lengthening Mascara, suitable for sensitive eyes (Intense Black)
Want lashes that’ll take you to paradise? L’Oreal Paris Lash Paradise Mascara could be your new Holy Grail mascara for longer-looking lashes. With an upgraded formula finally suitable for sensitive eyes. Enriched with lash-loving castor oil, L'Oréal's mascara gives you intense volume and spectacular length with a feather-soft feel. L'Oréal's ultra-soft brush carefully coats lashes with gentle oils for a soft-gliding and flake-free application. Designed for sensitive eyes, the formula is not only ophthalmologist-tested but also enriched with soothing cornflower water and nourishing rose oil, so that you can get instant volume worry-free. And you can control how bold you go. If you’re dressing to impress, simply add more coats of L’Oréal Paris Lash Paradise mascara for striking intensity. Benefits +93 Percent saw intense and volumised lashes* +98 Percent lengthening effect* +98 Percent described the application as gentle* +91 Percent felt their lashes were suppler *Consumer trial on 124 women over an 8 week period.
Ultra-Soft brush coats lashes with a silky smooth formula, enriched with lash-loving castor oil. Lashes feel feather-soft, without any flaking.FeaturesIntense volume and spectacular length, with a feather-soft feel.
Product UsesComb the Ultra-Soft brush through lashes by moving back and forth from root to tip. Layer multiple coats for even more volume.
L'Oréal Lash Paradise Mascara helps to lengthen and lift your eyelashes:
Ultra-resistant formula, with castor oil, for a moisturizing, fortifying and smoothing action
Exclusive brush with bristles that catch every lash one by one
Delivers a full lash fringe that is feathery soft and provides volumizing and lengthening effect
Moisturizes and softens even the most damaged lashes
Pleasant sensory application
Ensures intensity and volume all day long
Suitable for sensitive eyes
Lashes become longer and volumized and the look more intense

Features:
Flake-free formula
Ultra-soft brush makes it easy to apply
Feather-soft, longer-looking fluttery lashes, upgraded formula now suitable for sensitive eyes, with a soft-gliding application thanks to gentle oils, enriched with lash-loving ingredients: castor and rose oils, intense, volumised lashes, feather-soft, longer-looking fluttery lashes, ophthalmologist tested and suitable for contact lens wearers
Enriched with lash-loving ingredients: castor and rose oils Intense, volumised lashes
Ophthalmologist tested and suitable for contact lens wearers
Upgraded formula now suitable for sensitive eyes",4.5/5
N/A,N/A,N/A,N/A
Premium Refill Ink Premium 5 Color 100 Ml For Ink Jet Printers,EGP 425.00,refill ink premium 5 color 100 ml for ink jet printers,4.5/5
Kemei KM-1910 One Blade For Men Face Shaver-Blue,EGP 540.00,"waterproof
Rechargeable battery design
USB charging
mini comb 1/2/4/6 mm
2 hours charging time
55 minutes run time
LED light charging remind
Suitable for face, body, head,armpit, back, neck, arm, pubic hair
it can trim, edge, and shave any length of hair
high quality (it is not cheap plastic)",5/5
Glory Multi-Purpose Paper Towel 3 Layers - 200 Sheets,EGP 34.00,Multi-Purpose Paper Towel 3 Layers - 200 Sheets,4.5/5
N/A,N/A,N/A,N/A
Sokany Tabletop Stove/cooker/Burner Adjustable Temperature1000W,EGP 599.00,"1000W large firepower
Variety of cooking options
Fire Power can be adjusted at will
Heating evenly without picking pot
good quality
5 years shelf life",N/A
N/A,N/A,N/A,N/A
Samsung Ww90Cgc0Edabas - Washing Machine 9 Kg 1400 Rpm Steam Inverter - Black,"EGP 24,799.00",SAMSUNG WASHING MACHINE 9 KG 1400 RPM STEAM INVERTER WW90CGC0EDABAS - life span: 10 Years,N/A
"Kenwood Electric Glass Kettle,1.7L Capacity, 2200W, ZJG08.000CL","EGP 1,949.00","Knewood Kettle zjg08
Brand : Kenwood
Capacity : 1.7 L
Wattage : 2200 Watt
Auto-Off
Fast Boil system 200ML = 50 sec
Removable limescale filter
220-240V 50-60HZ",5/5
N/A,N/A,N/A,N/A
Trueval Frying Pan - Size 30 CM,EGP 335.00,"Frying pan,
Easy cleaning
Base coating for abrasion & corrosion
Brand: trueval
Size: 30 cm
Non stick pan",4.9/5
OneHand Casual Polo T-Shirt Cotton - Black,EGP 275.00 - EGP 325.00,"OneHand company specializes in clothing industry , we work to provide designs for all groups / men - children - women / step by step we offer high quality in the product with a special price to meet the needs of all groups / We learn from our mistakes to make a suitable product for you",5/5
Mesery Bundle OF Six Brief Smooth Cotton Hipster Panties,EGP 179.00,"This item cannot be exchanged or returned
Upgrade your inner wear collection with this pack of six pairs of hipster panties from Mesery . They come with a solid pattern that makes them look simple yet stylish. Moreover, they come with an elastic waistband that ensures a proper fit. Above all, the use of cotton stretch fabric promises maximum comfort throughout the day.",4.1/5
