index,FID,PROJECT,GEOGRAPHIC REGION,SITE TYPE,ASSESSMENT TYPE,SITE ID,DATE COLLECTED,TIME COLLECTED,LATITUDE,LONGITUDE,NORTHING,EASTING,DEPTH,URL LINK,CORAL REEF,PAVEMENT,RHODOLITH,SAND,HARD CORAL,SOFT CORAL,MACROALGAE,SPONGE,SEAGRASS,ARTIFICIAL,UNKNOWN,NOTES
198,198,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_211,2/4/2017,10:54:57,18.22901981,-64.91623885,2064372.404,-7226442.653,-43.3716011,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_211.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
199,199,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_212,2/10/2017,9:39:12,18.20264624,-64.91511242,2061281.619,-7226317.259,-49.30310059,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_212.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
200,200,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_213,2/10/2017,9:33:41,18.19805038,-64.9140759,2060743.067,-7226201.874,-52.32149887,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_213.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
201,201,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_214,2/10/2017,9:17:51,18.18438276,-64.91302314,2059141.55,-7226084.682,-56.66719818,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_214.mp4,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,macroalgae almost >20%
202,202,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_215,2/4/2017,11:31:47,18.2572991,-64.91366105,2067687.046,-7226155.694,-38.29000092,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_215.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,"macroalgae just >20%, mostly uncolonized rhodo"
203,203,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_218,2/10/2017,9:48:27,18.19229505,-64.90685519,2060068.665,-7225398.069,-52.36169815,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_218.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
204,204,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_219,2/10/2017,10:52:33,18.20686726,-64.9066442,2061776.26,-7225374.581,-46.13869858,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_219.mp4,Present,Present,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
205,205,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_220,2/9/2017,13:57:40,18.26548038,-64.90718729,2068646.082,-7225435.038,-31.04220009,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_220.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
206,206,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_221,2/9/2017,12:07:38,18.23211023,-64.90589042,2064734.609,-7225290.671,-42.55289841,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_221.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
207,207,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_222,2/10/2017,9:55:59,18.19712213,-64.90506475,2060634.294,-7225198.758,-50.51309967,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_222.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
208,208,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_223,2/9/2017,13:49:49,18.257371,-64.90445596,2067695.474,-7225130.988,-37.39419937,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_223.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
209,209,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_224,2/9/2017,13:43:30,18.25514803,-64.90222099,2067434.898,-7224882.192,-38.49729919,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_224.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
210,210,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_225,2/10/2017,9:08:44,18.18350835,-64.90091877,2059039.095,-7224737.23,-55.19490051,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_225.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
211,211,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_227,2/9/2017,12:15:30,18.24371253,-64.89875033,2066094.484,-7224495.84,-40.27529907,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_227.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
212,212,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_228,2/9/2017,11:58:40,18.23337784,-64.89803177,2064883.178,-7224415.85,-42.47700119,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_228.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
213,213,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_229,2/10/2017,9:01:06,18.18054925,-64.8954064,2058692.378,-7224123.595,-52.31200027,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_229.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
214,214,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_230,2/10/2017,10:06:18,18.19204871,-64.89451877,2060039.8,-7224024.785,-51.04560089,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_230.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
215,215,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_231,2/10/2017,10:13:02,18.19978909,-64.89335432,2060946.811,-7223895.159,-49.10760117,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_231.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
216,216,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_232,2/9/2017,12:23:47,18.25265785,-64.89310571,2067143.004,-7223867.484,-40.74200058,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_232.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
217,217,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_233,2/10/2017,8:55:19,18.18545215,-64.89075471,2059266.853,-7223605.771,-50.0340004,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_233.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
218,218,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_234,2/10/2017,10:44:00,18.20633936,-64.89242935,2061714.397,-7223792.192,-47.47700119,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_234.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
219,219,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_235,2/10/2017,10:37:16,18.21341239,-64.88633668,2062543.275,-7223113.959,-42.53450012,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_235.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent, 
220,220,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_236,2/9/2017,13:29:07,18.26132711,-64.8852129,2068159.217,-7222988.86,-37.27299881,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_236.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
221,221,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_237,2/9/2017,13:36:30,18.26358053,-64.89035941,2068423.371,-7223561.767,-27.33930016,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_237.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
222,222,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_238,2/9/2017,13:24:25,18.26410538,-64.88161556,2068484.897,-7222588.406,-32.43320084,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_238.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
223,223,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_239,2/10/2017,10:23:14,18.20165921,-64.87679815,2061165.956,-7222052.134,-51.37390137,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_239.mp4,Absent,Present,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
224,224,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_240,2/9/2017,13:17:44,18.26955124,-64.87651219,2069123.298,-7222020.301,-30.19210052,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_240.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
225,225,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_241,2/9/2017,12:33:46,18.25290508,-64.8766043,2067171.983,-7222030.555,-39.00189972,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_241.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
226,226,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_242,2/9/2017,13:12:58,18.26326735,-64.87660294,2068386.659,-7222030.404,-21.67849922,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_242.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent, 
227,227,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_243,2/10/2017,8:44:22,18.18519323,-64.8754683,2059236.515,-7221904.096,-28.39620018,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_243.mp4,Absent,Present,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,textbook pavement
228,228,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_244,2/9/2017,11:43:48,18.21733408,-64.87242516,2063002.867,-7221565.335,-41.14690018,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_244.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
229,229,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_245,2/9/2017,13:06:15,18.2619188,-64.87220531,2068228.577,-7221540.862,-27.43470001,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_245.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent, 
230,230,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_246,2/9/2017,13:00:22,18.26645081,-64.8698856,2068759.842,-7221282.633,-33.10800171,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_246.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
231,231,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_247,2/10/2017,10:29:35,18.20587289,-64.87236297,2061659.734,-7221558.412,-48.19739914,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_247.mp4,Absent,Present,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
232,232,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_248,2/9/2017,11:34:51,18.22845604,-64.8675054,2064306.33,-7221017.67,-43.68199921,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_248.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
233,233,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_249,2/9/2017,11:27:23,18.22219502,-64.86437674,2063572.545,-7220669.389,-48.43669891,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_249.mp4,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
234,234,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_250,2/9/2017,12:42:53,18.26110099,-64.86407798,2068132.71,-7220636.132,-34.52149963,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_250.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
235,235,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_251,2/10/2017,8:36:34,18.19567701,-64.86360887,2060464.956,-7220583.91,-38.23770142,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_251.mp4,Absent,Present,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,textbook pavement
236,236,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_252,2/10/2017,8:27:16,18.21199284,-64.86026431,2062376.917,-7220211.596,-41.9618988,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_252.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
237,237,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_253,2/9/2017,12:51:49,18.27346688,-64.85445356,2069582.329,-7219564.746,-30.08609962,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_253.mp4,Absent,Absent,Present,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent, 
238,238,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_254,2/9/2017,11:20:15,18.22786056,-64.85641169,2064236.539,-7219782.724,-43.70660019,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_254.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
239,239,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_255,2/9/2017,11:07:23,18.25547476,-64.85630958,2067473.197,-7219771.357,-37.80789948,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_255.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
240,240,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_256,2/9/2017,10:07:08,18.2219495,-64.85426716,2063543.771,-7219543.996,-48.59189987,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_256.mp4,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
241,241,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_257,2/9/2017,10:57:04,18.25731424,-64.85087395,2067688.821,-7219166.266,-36.32360077,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_257.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent, 
242,242,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_258,2/9/2017,10:48:28,18.25341796,-64.84794827,2067232.102,-7218840.58,-38.89410019,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_258.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,sand patch/edge of rhodoliths visible on descent
243,243,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_259,2/9/2017,10:26:37,18.24400435,-64.85544341,2066128.689,-7219674.936,-38.48070145,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_259.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
244,244,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",AA,HD Seaviewer Drop Camera,AA2017_260,2/9/2017,10:18:29,18.24424598,-64.84337427,2066157.011,-7218331.405,-40.77740097,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_260.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
